feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
0.8551897018051586,-0.6301851773080851,-2.2305274786463567,0.8698514848243627,-3.678357982697388,0.07383257979777495,-3.3645975278385296,3.5439734534751253,2.5645287063373887,1.9414401266447636,3.0985028003803246,-3.213240982603135,1
-0.31001904407080083,-4.447634021294593,4.534509893066457,-1.9660631171819034,-1.1808116171542926,-0.2489711584511615,3.7775679039867973,2.934002331933147,-4.431997651306413,0.8556107619616768,-0.22177082501099643,-0.260128687475653,1
-1.0131434695539803,3.9814169058759936,2.6851506039046753,4.847838415165677,-2.8773090618937864,-0.002931218506288697,8.98570384791092,2.1032693383062213,-3.199168142626492,1.2936812187707383,3.162094511100458,1.1830628033699626,0
-1.0047790047062661,-0.31076038060308064,2.2251021738064676,0.32234574789850745,-1.5826507040221127,-0.3895943705336476,4.6412947245713285,0.8111870459171715,0.275332118929019,-0.046292827114587265,-2.8704410280212285,-1.311765159228243,1
1.2592694709958123,3.150535309126215,2.143212871109846,2.7736788982320464,-2.41097002796114,-1.6158441299088375,5.228004347927247,-0.27288637749153966,0.48212360803086185,0.4878913558951854,-1.504286078875587,-1.6612081562983079,0
-1.5095583886090738,2.4658819494292135,-1.2730594614135706,-1.8869892265761838,0.3851384028202931,-0.9067927155209334,-1.4008103771296594,-1.6592118575686219,0.9297846697734161,-1.2373165199319902,0.11046236469217785,-1.2640426642904126,0
-0.2519388558349449,-5.034072329386992,3.813254021441492,-0.3905219102080688,0.4209707194310284,-1.2454902051189494,3.177599643388249,3.824635166310538,-0.6139647713912997,2.2092964695507633,-0.38949852082758707,-0.8439652709862202,1
3.332511603699888,0.9630986843288105,0.9077952948872091,1.3169868169109051,-1.357695320457096,2.3138872734260305,-3.0084525627409833,-1.637465554528967,1.9079553845935546,-0.38335974687874175,-1.096648109934458,2.0984409795739367,1
1.0562124321000597,-0.7607937027702703,-0.5737009838296838,1.8539731439677323,-2.716591589942305,-0.01865679377762594,-5.842007837887419,0.9124618516900731,0.5131004368684695,-3.4288842879442223,1.699198193458256,-0.44604216795802776,0
5.680511521385337,-0.02239743640987668,-0.8829594228035957,2.1314668314934018,0.5335231876428539,1.0825103927622437,-4.793370743059161,-1.6273727925244459,2.0811615791413187,0.8910245390331084,-0.6189393945925796,1.4709385830269341,1
-1.5746263844650965,-0.07563267849782795,-0.043057524633084654,3.6859153236635915,-1.715331060479878,0.5522618258130304,0.9444283200147265,-2.6605739772701855,2.685555143724609,-2.588970241907211,-3.1209289483994116,-1.057433132574469,1
0.5780191746924624,2.0183452707126746,1.461891532980884,0.11138504819732975,-1.3633003219125375,-0.5046319891835898,2.5056703824371525,-2.12928642780844,2.0059984682764247,0.8517396913652053,-1.9171554058346651,-4.4403624468864065,1
-1.3156367013399652,5.46164109387898,-0.8066550592354939,1.6213139349685477,-1.1372295806282435,-2.0304135758161195,4.169373708768158,1.6710097916437814,-1.7416808049906094,-0.19443544000976765,2.8057257166732508,0.9314402485780466,0
4.0305534344182465,3.355183817872283,-1.0088130247574645,0.47782368161401323,-1.0007872652959473,-0.8799683576065088,-1.6619229416000305,-2.1070670166055128,2.3433100733322934,0.5141219125603858,-1.9091281388303805,-1.3060033257671577,1
0.13962266621564923,-4.438415953937341,-0.6250969943003863,1.2481694164065666,-1.3458492848923584,-0.30593985378884925,1.5246821519604978,5.067722702336161,0.3356441923256691,2.6787995962697684,0.7673834061185911,-3.402646586028242,1
0.9567825523552623,0.4309798539246663,3.2445436843643707,-3.835702624973398,-7.208419980123471,0.6843025841384672,-1.7234328202415876,2.1678431221574277,-3.3772974579497896,-0.5247882901775898,2.1382039775825437,-0.5449563183580639,1
1.3460481867226157,-3.531808775654252,1.6291084563625713,-0.7464261999802695,-0.6426628265978215,0.9835457924075637,1.0326317235661349,4.560174552015359,-0.6032360226093476,2.381373030762513,0.3534091308960956,-0.7068093794330292,1
-4.705018248312634,2.5180300437878165,-4.875919256796745,1.5692193350016006,2.4636498556465143,1.007209102997765,0.06139696244019843,-4.242363526223196,4.046181407556679,4.295847433864545,4.960582367530572,-2.3666404513776573,0
4.416548578489112,-0.19026753370438976,0.9592020715436393,1.6878256459128815,0.2533332251741438,-0.3448460335875565,0.16123715905931668,-1.7320920957521397,0.272313529509161,0.4314927295660449,-3.1570518343678273,0.9568293697802355,1
3.1204296364891833,1.8067630225364413,1.2660855361011771,0.9743798755638091,1.5609906697049438,0.3149101318319002,2.310293575004502,-2.0895429833269947,3.0740244050435606,2.175619464917377,-3.0170225735966594,-2.5360343732881034,1
1.2528977556510348,-1.3542615110428926,5.441196723485282,-0.7840647350471535,0.18160568652414155,-0.8981012047997423,3.3159768030928563,-1.193910943270998,-0.7424685821869632,-0.22476682502465906,-3.656974944115068,1.0631670732212535,1
-0.21339827295658442,0.47567037184477323,-2.6703381390211542,1.5664339419721787,-1.610885424446277,0.3803018024448286,2.0183925919707733,-0.9984156343130097,-0.9349880173599654,-0.32541789888110095,-0.8888859238776413,-5.249407353148723,1
0.6699949801850833,2.2876183674218145,-0.772129757275731,1.7496781811406144,-3.0687307661137027,-3.112527440092419,-3.0226225646006073,2.971052273457744,-0.6427144144132282,-3.084357443644651,2.45432573015357,2.2721855018989303,0
-0.336324282068023,-1.0275329174144228,2.621537976167319,-1.0715210031265179,-0.8137686078846852,0.5331036100347484,3.0048551989319505,2.29624850585797,-0.1829937920610576,1.1171077940616398,-0.9082061316295673,-0.4109274693427789,1
-0.8883791473992544,-1.019203516385269,0.24264052461901686,3.627298510117166,-2.2279675951257647,0.03906451073402389,1.5952776318829764,-0.4552103989198175,2.8950292092222196,0.7012726389687102,-0.35081682230191547,-3.74390600307194,1
0.0493775872697928,-1.537920965676276,-1.499886560915534,-0.9022351473154697,-0.5000140607979393,0.9639448490796676,-8.042022833820145,-2.1490674803492675,3.0806425474183396,-2.8577672810348886,-0.33798243123857974,-1.0315345303299568,0
-4.280395174821419,-1.1903928134155306,-0.7559321746123149,3.4615024525040856,-2.9977342357833487,1.2769492546645032,5.813736649352203,1.032474334290632,1.989187448624638,0.588176903729289,-0.7816448674728642,-6.765535501105748,1
